ticker,date,score_100,score_equal,score_risk2x,score_risk4x,score_risk_only,20거래일(약1개월),60거래일(약3개월),120거래일(약6개월)
028260.KS,2023-08-22,30.3,39.9,44.6,51.3,78.8,5.115830115830122,14.575289575289574,56.66023166023167
028260.KS,2023-09-19,51.1,57.9,61.1,65.7,84.6,-3.9485766758494014,17.814508723599644,43.43434343434343
028260.KS,2023-10-24,28.4,38.3,43.2,50.2,79.1,13.479923518164426,12.523900573613766,34.1300191204589
028260.KS,2023-11-21,59.8,65.3,67.1,69.5,79.5,8.087615838247686,36.73125526537488,25.021061499578767
028260.KS,2023-12-19,61.1,66.5,67.7,69.5,77.0,-8.26188620420889,21.745908028059247,5.5339049103663385
028260.KS,2024-01-19,20.7,31.6,37.8,46.6,82.8,37.892948173322,19.201359388275275,29.226847918436704
028260.KS,2024-02-20,61.1,66.5,66.5,66.5,66.5,-3.758471965495991,-8.564386937769564,-14.048059149722736
028260.KS,2024-03-20,48.1,55.3,56.4,57.9,64.2,-10.179257362355951,-13.316261203585144,-4.545454545454541
028260.KS,2024-04-18,12.1,24.2,29.7,37.5,69.6,5.773342836778328,8.410548823948671,-2.565930149679263
028260.KS,2024-05-21,29.6,39.3,42.9,47.9,68.6,-8.760107816711592,-5.997304582210239,-20.95687331536388
028260.KS,2024-06-19,19.1,30.2,35.5,42.9,73.5,12.333825701624823,10.118168389955695,-12.259970457902511
028260.KS,2024-07-17,54.4,60.7,62.4,64.8,74.5,-8.284023668639051,-10.124917817225509,-22.2879684418146
028260.KS,2024-08-14,18.4,29.7,34.0,40.1,65.1,6.88172043010753,-15.91397849462366,-4.731182795698929
028260.KS,2024-09-12,40.0,48.3,51.6,56.4,76.0,-8.316566063044938,-20.321931589537225,-17.370892018779337
028260.KS,2024-10-18,12.8,24.8,30.5,38.5,71.5,-14.191660570592536,-13.533284564740311,-16.60570592538405
028260.KS,2024-11-15,10.9,23.2,27.6,33.9,59.9,1.278772378516635,13.299232736572897,4.347826086956519
028260.KS,2024-12-13,19.9,30.9,35.1,41.0,65.5,-0.5050505050505083,3.703703703703698,38.72053872053871
028260.KS,2025-01-15,20.2,31.2,35.4,41.3,65.6,12.436548223350252,-3.5532994923857864,53.46869712351945
028260.KS,2025-02-18,66.1,70.8,70.5,70.2,68.6,-7.298720842738904,-7.900677200902939,21.444695259593672
028260.KS,2025-03-19,23.5,34.0,38.6,45.1,72.0,-7.467532467532467,33.76623376623375,51.37987012987013
028260.KS,2025-04-16,15.9,27.5,31.8,38.0,63.5,7.36842105263158,59.12280701754386,84.64912280701755
028260.KS,2025-05-19,39.8,48.1,51.8,57.0,78.2,34.640522875817005,31.862745098039213,79.33006535947713
028260.KS,2025-06-18,56.8,62.8,62.4,61.9,59.9,10.072815533980584,13.167475728155331,54.73300970873787
028260.KS,2025-07-16,60.6,66.0,66.8,67.8,72.1,-11.02535832414554,16.041896361631757,56.28445424476296
066570.KS,2022-09-01,36.7,45.4,46.3,47.6,52.8,-17.40020470829069,-0.1023541453428866,15.353121801432955
066570.KS,2022-10-04,13.7,25.6,29.6,35.2,58.2,3.7174721189590976,10.780669144981411,38.5377942998761
066570.KS,2022-11-02,33.6,42.7,44.6,47.2,57.9,16.60692951015532,17.204301075268823,30.107526881720425
066570.KS,2022-11-30,71.4,75.3,73.2,70.3,58.0,-8.401639344262291,15.471311475409832,15.368852459016402
066570.KS,2022-12-28,27.3,37.3,39.5,42.6,55.4,9.731543624161066,25.05592841163311,38.14317673378076
066570.KS,2023-01-30,44.6,52.3,53.8,55.9,64.6,14.882772680937828,11.009174311926609,22.32415902140672
066570.KS,2023-02-27,72.5,76.3,74.3,71.4,59.5,-0.7985803016858917,-0.0887311446317706,-12.422360248447204
066570.KS,2023-03-28,43.0,50.9,52.2,54.1,62.0,-2.5939177101967803,10.465116279069765,-6.708407871198574
066570.KS,2023-04-25,23.1,33.7,38.1,44.3,69.9,3.397612488521573,10.19283746556474,-3.489439853076215
066570.KS,2023-05-25,29.3,39.0,42.7,47.8,69.0,9.680284191829491,-12.344582593250442,-3.730017761989346
066570.KS,2023-06-26,47.7,54.9,55.9,57.3,63.1,-2.8340080971659964,-15.54655870445344,-20.40485829959514
066570.KS,2023-07-24,22.2,33.0,37.0,42.6,66.0,-17.75,-12.416666666666664,-23.5
066570.KS,2023-08-22,6.1,19.1,24.5,32.1,63.5,5.673758865248235,9.827760891590676,-0.911854103343468
066570.KS,2023-09-19,32.5,41.8,44.3,47.9,62.5,0.7670182166826356,-5.752636625119845,-7.957813998082452
066570.KS,2023-10-24,32.4,41.7,44.5,48.4,64.5,3.1398667935299773,-12.654614652711704,-11.893434823977168
066570.KS,2023-11-21,43.9,51.6,53.0,54.9,62.9,-9.317343173431736,-9.77859778597786,-10.977859778597788
066570.KS,2023-12-19,26.1,36.3,40.2,45.7,68.5,-6.612410986775174,-2.339776195320442,9.867751780264488
066570.KS,2024-01-19,13.9,25.8,31.0,38.3,68.6,6.5359477124183,0.8714596949890963,22.113289760348582
066570.KS,2024-02-20,28.2,38.1,41.8,47.1,68.9,-1.8404907975460127,-1.329243353783227,-2.249488752556239
066570.KS,2024-03-20,22.8,33.5,38.0,44.3,70.4,-3.541666666666665,12.5,6.666666666666665
066570.KS,2024-04-18,15.5,27.1,31.7,38.1,64.5,4.211663066954641,21.058315334773223,5.075593952483803
066570.KS,2024-05-21,28.2,38.1,40.9,44.9,61.3,11.917098445595853,-0.932642487046631,-8.290155440414503
066570.KS,2024-06-19,60.1,65.6,63.7,61.0,49.9,3.7962962962962976,-5.185185185185182,-18.240740740740748
066570.KS,2024-07-17,63.5,68.6,69.1,69.9,73.1,-14.719000892060665,-13.202497769848351,-24.799286351471903
066570.KS,2024-08-14,9.4,21.9,25.7,31.0,53.1,7.112970711297062,-7.426778242677823,-16.631799163179917
066570.KS,2024-09-12,34.9,43.9,46.8,51.0,68.2,-4.98046875,-13.76953125,-20.01953125
066570.KS,2024-10-18,9.2,21.7,25.5,30.9,53.2,-9.04419321685509,-13.360739979445013,-28.776978417266186
066570.KS,2024-11-15,6.7,19.5,24.4,31.2,59.4,-0.2259887005649719,-9.943502824858752,-20.56497175141243
066570.KS,2024-12-13,22.9,33.6,37.2,42.4,63.6,-4.530011325028315,-7.248018120045296,-16.421291053227637
066570.KS,2025-01-15,11.5,23.7,28.2,34.6,60.9,-5.456702253855283,-17.79359430604982,-10.55753262158956
066570.KS,2025-02-18,14.8,26.5,30.4,35.8,58.2,2.7603513174403904,-11.794228356336257,-1.7565872020075313
066570.KS,2025-03-19,27.3,37.3,40.0,43.8,59.5,-15.384615384615383,-9.890109890109889,-7.326007326007322
066570.KS,2025-04-16,11.3,23.5,26.1,29.8,45.0,1.443001443001446,8.802308802308811,21.50072150072151
066570.KS,2025-05-19,18.9,30.1,33.4,38.2,57.8,4.97866287339972,11.379800853485069,28.307254623044088
066570.KS,2025-06-18,35.3,44.2,46.0,48.5,58.9,2.168021680216792,2.8455284552845628,30.62330623306233
066570.KS,2025-07-16,42.4,50.3,51.0,52.0,56.2,3.846153846153855,11.671087533156488,22.6790450928382
096770.KS,2022-09-01,17.2,28.6,31.8,36.4,55.2,-13.725489833637983,0.2801135463569082,-12.012571652708736
096770.KS,2022-10-04,10.1,22.5,26.0,31.0,51.5,19.15583963429801,5.073866495893764,9.572231433856103
096770.KS,2022-11-02,48.4,55.5,55.2,54.8,53.1,-2.452311323875911,-4.493105082668524,-1.3377085413112444
096770.KS,2022-11-30,38.1,46.7,48.5,51.1,61.9,-9.60125549690024,-12.258347906021328,7.2654749596459345
096770.KS,2022-12-28,16.7,28.2,32.8,39.4,66.5,8.30670493299146,4.281145338967929,9.584664243585884
096770.KS,2023-01-30,27.2,37.2,40.7,45.5,65.4,-10.383482053304228,3.3038416169727918,15.929207455110795
096770.KS,2023-02-27,17.5,28.9,30.7,33.3,44.1,7.439105476279262,22.25148763412341,18.98972180060188
096770.KS,2023-03-28,27.6,37.6,39.1,41.2,49.9,7.291674406581539,5.085788890579179,2.7417483382484287
096770.KS,2023-04-25,32.7,42.0,41.2,40.1,35.8,6.053680715912968,12.22158405778362,-17.770644065257525
096770.KS,2023-05-25,40.0,48.3,50.4,53.3,65.4,-7.646742177380728,-2.668078643986249,-21.804524198727936
096770.KS,2023-06-26,14.6,26.4,29.9,34.9,55.6,14.577259068356806,-2.230597093172604,-17.354487676810948
096770.KS,2023-07-24,58.3,64.1,63.5,62.8,59.6,-8.017618913292479,-26.72589981228384,-40.96498027429393
096770.KS,2023-08-22,15.1,26.8,29.5,33.4,49.4,-7.2316384180791005,-19.661016949152543,-28.8135593220339
096770.KS,2023-09-19,16.5,28.0,32.4,38.5,64.0,-14.129110840438486,-15.468940316686965,-27.10109622411693
096770.KS,2023-10-24,5.9,18.8,23.6,30.4,58.4,0.8510638297872353,-19.43262411347517,-24.680851063829788
096770.KS,2023-11-21,12.9,24.9,27.1,30.3,43.2,-2.390998593530236,-11.392405063291145,-25.668073136427573
096770.KS,2023-12-19,27.6,37.6,40.3,44.3,60.4,-18.155619596541783,-13.760806916426516,-24.567723342939484
096770.KS,2024-01-19,5.3,18.4,22.3,27.9,50.9,10.915492957746476,-6.51408450704225,5.369718309859151
096770.KS,2024-02-20,25.0,35.3,37.2,39.7,50.4,-5.000000000000004,-16.11111111111111,-17.93650793650794
096770.KS,2024-03-20,18.3,29.6,32.6,36.9,54.6,-11.27819548872181,-12.531328320802004,-6.934001670843781
096770.KS,2024-04-18,7.0,19.8,23.9,29.7,53.6,-0.470809792843696,12.711864406779672,5.555555555555558
096770.KS,2024-05-21,10.5,22.9,26.0,30.5,49.0,-0.9460737937559084,-2.1759697256386046,-9.082308420056762
096770.KS,2024-06-19,19.8,30.9,32.8,35.4,46.5,14.326647564469909,6.399235912129897,15.090735434574976
096770.KS,2024-07-17,57.2,63.1,60.3,56.3,39.9,-13.617376775271516,-6.349206349206349,4.511278195488733
096770.KS,2024-08-14,9.6,22.1,24.4,27.6,41.0,7.736943907156668,-7.059961315280461,24.56479690522244
096770.KS,2024-09-12,46.5,53.9,54.7,55.8,60.4,0.6283662477558405,8.16876122082586,11.849192100538607
096770.KS,2024-10-18,29.3,39.1,40.6,42.7,51.5,-14.27297056199821,11.59678858162354,-16.057091882248
096770.KS,2024-11-15,1.7,15.3,17.6,21.0,34.9,25.39021852237253,34.027055150884486,-8.740894901144635
096770.KS,2024-12-13,46.9,54.3,52.6,50.2,40.5,3.817427385892125,3.4024896265560267,-16.099585062240664
096770.KS,2025-01-15,48.9,56.0,55.6,55.1,52.9,2.9576338928856805,-24.780175859312543,-10.391686650679455
096770.KS,2025-02-18,45.7,53.2,53.4,53.7,55.0,-3.2608695652173947,-31.90993788819876,-17.391304347826086
096770.KS,2025-03-19,24.3,34.8,35.7,36.9,42.1,-24.47833065810594,-18.86035313001605,-12.92134831460674
096770.KS,2025-04-16,4.3,17.5,19.6,22.6,34.9,-6.80127523910733,19.128586609989373,23.910733262486715
096770.KS,2025-05-19,6.6,19.5,24.3,31.1,59.1,15.279361459521091,21.322690992018245,39.90877993158495
096770.KS,2025-06-18,50.8,57.6,55.7,52.9,41.6,10.880316518298706,7.319485657764591,12.660731948565784
096770.KS,2025-07-16,47.1,54.4,52.3,49.3,37.0,-5.0847457627118615,4.014272970562005,-7.314897413024091
017670.KS,2022-09-01,30.1,39.7,44.9,52.1,82.1,-2.8625954198473247,-4.580152671755721,-14.217557251908396
017670.KS,2022-10-04,23.2,33.8,38.4,44.9,71.9,-1.178781925343808,-5.304518664047153,-4.715127701375243
017670.KS,2022-11-02,23.1,33.7,38.6,45.4,73.8,-0.5964214711729587,-4.8707753479125255,-5.069582504970183
017670.KS,2022-11-30,31.1,40.6,45.6,52.8,82.4,-3.600000000000003,-10.099999999999998,-0.8000000000000007
017670.KS,2022-12-28,22.9,33.5,39.0,46.9,79.1,-0.7261410788381717,0.6224066390041472,-1.763485477178428
017670.KS,2023-01-30,13.4,25.4,31.4,39.9,75.0,-6.060606060606055,-0.2089864158829724,-5.224660397074188
017670.KS,2023-02-27,30.7,40.2,43.7,48.6,68.9,7.897664071190213,10.344827586206897,4.894327030033363
017670.KS,2023-03-28,44.4,52.1,54.7,58.3,73.4,-1.546391752577314,-2.3711340206185594,4.329896907216502
017670.KS,2023-04-25,33.7,42.9,47.3,53.5,79.2,3.874345549738223,-5.026178010471205,4.188481675392675
017670.KS,2023-05-25,40.0,48.2,51.9,57.1,78.5,-4.5362903225806495,-4.939516129032262,5.040322580645151
017670.KS,2023-06-26,18.1,29.4,35.3,43.8,78.8,-4.223864836325242,6.863780359028504,5.385427666314668
017670.KS,2023-07-24,13.9,25.8,31.2,38.8,70.1,3.969128996692395,9.70231532524808,9.040793825799344
017670.KS,2023-08-22,37.1,45.8,49.6,54.9,76.9,7.317073170731714,10.498409331919412,13.891834570519611
017670.KS,2023-09-19,69.8,73.9,74.8,76.0,80.9,-1.679841897233203,-1.3833992094861691,4.743083003952564
017670.KS,2023-10-24,29.2,39.0,42.8,48.1,70.1,4.723618090452253,-0.6030150753768893,1.9095477386934732
017670.KS,2023-11-21,49.7,56.7,59.6,63.8,81.0,-4.222648752399227,3.0710172744721653,-0.3838771593090206
017670.KS,2023-12-19,17.6,28.9,34.3,42.0,73.6,-0.9018036072144242,6.212424849699394,2.605210420841675
017670.KS,2024-01-19,21.4,32.3,38.3,46.7,81.6,8.594539939332657,2.5278058645096024,6.976744186046502
017670.KS,2024-02-20,63.2,68.3,70.2,72.8,83.5,-1.3035381750465591,-3.3519553072625663,2.4208566108007368
017670.KS,2024-03-20,44.7,52.3,55.8,60.8,81.4,-4.3396226415094326,-3.396226415094339,10.000000000000009
017670.KS,2024-04-18,19.9,31.0,36.8,45.2,79.5,2.3668639053254337,4.339250493096647,10.848126232741627
017670.KS,2024-05-21,30.1,39.7,44.7,51.8,81.0,-1.3487475915221592,5.973025048169567,7.707129094412335
017670.KS,2024-06-19,24.2,34.7,40.3,48.2,81.0,3.3203125,13.8671875,12.109375
017670.KS,2024-07-17,48.8,55.8,59.2,63.9,83.4,3.969754253308122,6.238185255198481,4.347826086956519
017670.KS,2024-08-14,47.6,54.8,56.8,59.8,71.8,6.000000000000005,1.6363636363636358,1.818181818181808
017670.KS,2024-09-12,71.2,75.1,76.3,78.0,84.7,-3.6020583190394477,-1.543739279588341,-2.7444253859348238
017670.KS,2024-10-18,30.9,40.4,44.8,51.1,76.8,-0.5338078291814985,-1.7793594306049876,2.8469750889679624
017670.KS,2024-11-15,29.2,38.9,43.7,50.4,78.1,2.683363148479434,0.1788908765652852,-8.407871198568873
017670.KS,2024-12-13,25.3,35.6,40.3,47.0,74.6,-3.83275261324042,-1.2195121951219523,-3.658536585365857
017670.KS,2025-01-15,17.8,29.2,35.1,43.5,78.0,1.449275362318847,4.710144927536231,1.26811594202898
017670.KS,2025-02-18,25.4,35.7,41.5,49.7,83.6,1.2499999999999956,-8.571428571428575,-0.1785714285714279
017670.KS,2025-03-19,28.8,38.7,43.4,50.1,77.8,1.940035273368612,-2.469135802469136,-3.1746031746031744
017670.KS,2025-04-16,50.6,57.4,60.8,65.5,85.0,-11.418685121107265,-3.287197231833905,-5.709342560553631
017670.KS,2025-05-19,10.7,23.0,28.4,35.9,67.1,8.0078125,9.1796875,5.2734375
017670.KS,2025-06-18,38.8,47.3,51.8,58.3,84.9,1.0849909584086823,-0.7233273056057921,-2.3508137432188048
017670.KS,2025-07-16,32.8,42.0,45.5,50.5,70.9,0.0,-2.5044722719141377,-1.7889087656529523
030200.KS,2022-09-01,29.1,38.9,43.7,50.5,78.6,-1.3642564802182844,2.046384720327432,-18.28103683492497
030200.KS,2022-10-04,22.1,32.8,38.7,46.9,81.0,-0.138312586445366,-6.36237897648686,-16.874135546334713
030200.KS,2022-11-02,29.1,38.9,44.6,52.6,85.6,3.6011080332410077,-2.4930747922437657,-16.89750692520776
030200.KS,2022-11-30,48.8,55.9,60.4,66.9,93.5,-9.491978609625672,-19.919786096256686,-16.310160427807485
030200.KS,2022-12-28,16.7,28.2,34.2,42.7,77.8,3.9881831610044216,-11.225997045790248,-10.192023633677994
030200.KS,2023-01-30,18.1,29.4,35.4,43.9,79.0,-14.91477272727273,-14.77272727272727,-15.056818181818176
030200.KS,2023-02-27,10.2,22.6,27.8,35.2,65.6,0.3338898163605996,4.507512520868118,8.347245409015036
030200.KS,2023-03-28,16.8,28.3,34.1,42.4,76.5,-0.1663893510815306,1.1647254575707144,7.321131447587348
030200.KS,2023-04-25,26.3,36.5,41.7,49.1,79.8,4.333333333333322,-0.3333333333333299,8.333333333333325
030200.KS,2023-05-25,42.6,50.5,54.8,61.0,86.2,-2.8753993610223683,3.674121405750808,6.230031948881787
030200.KS,2023-06-26,16.1,27.7,34.0,42.8,79.2,-1.6447368421052655,6.085526315789469,17.269736842105267
030200.KS,2023-07-24,22.7,33.3,39.3,47.8,82.8,8.528428093645491,8.695652173913038,12.87625418060201
030200.KS,2023-08-22,50.6,57.4,59.5,62.5,74.8,-0.6163328197226536,2.4653312788905923,27.73497688751927
030200.KS,2023-09-19,40.8,48.9,52.3,57.0,76.4,0.7751937984496138,10.542635658914731,15.658914728682172
030200.KS,2023-10-24,36.7,45.5,50.2,56.9,84.5,2.3076923076922995,3.846153846153855,3.5384615384615348
030200.KS,2023-11-21,35.3,44.3,49.8,57.7,90.1,7.218045112781946,24.66165413533834,10.676691729323306
030200.KS,2023-12-19,62.7,67.8,70.4,74.1,89.1,-5.329593267882194,4.628330995792429,2.103786816269282
030200.KS,2024-01-19,17.9,29.2,35.1,43.5,78.1,22.81481481481482,-0.2962962962962945,8.148148148148149
030200.KS,2024-02-20,67.8,72.2,72.6,73.2,75.5,-10.01206272617612,-11.2183353437877,-7.599517490952956
030200.KS,2024-03-20,23.6,34.1,38.9,45.7,73.8,-9.78552278820375,-2.4128686327077764,11.126005361930291
030200.KS,2024-04-18,12.6,24.7,30.8,39.6,75.8,9.361069836552735,8.469539375928669,27.48885586924219
030200.KS,2024-05-21,32.5,41.8,46.0,51.9,76.2,-1.0869565217391353,4.0760869565217295,12.771739130434788
030200.KS,2024-06-19,31.2,40.7,46.4,54.6,88.2,0.2747252747252737,13.873626373626369,23.21428571428572
030200.KS,2024-07-17,29.5,39.2,44.9,53.1,86.6,4.93150684931507,17.53424657534246,21.643835616438366
030200.KS,2024-08-14,45.2,52.8,55.2,58.6,72.8,8.224543080939938,8.355091383812008,21.540469973890342
030200.KS,2024-09-12,66.3,70.9,73.0,75.9,87.9,3.498190591073591,8.202653799758753,22.31604342581424
030200.KS,2024-10-18,55.2,61.4,63.2,65.8,76.4,-3.263403263403264,3.4965034965035,12.937062937062937
030200.KS,2024-11-15,39.0,47.4,50.3,54.4,71.4,8.0722891566265,12.16867469879519,25.30120481927711
030200.KS,2024-12-13,35.0,44.0,48.0,53.5,76.6,-1.0033444816053505,13.043478260869556,16.833890746934223
030200.KS,2025-01-15,27.2,37.2,42.6,50.1,81.4,4.842342342342332,9.121621621621625,30.630630630630627
030200.KS,2025-02-18,41.4,49.5,53.0,58.1,78.9,8.915145005370562,11.707841031149302,16.219119226638036
030200.KS,2025-03-19,65.6,70.3,71.6,73.4,80.7,-4.437869822485208,3.3530571992110403,2.9585798816567976
030200.KS,2025-04-16,36.6,45.4,50.0,56.5,83.5,7.32714138286894,19.711042311661497,3.0959752321981338
030200.KS,2025-05-19,51.0,57.7,61.0,65.6,84.6,0.7692307692307665,4.038461538461546,-3.653846153846152
030200.KS,2025-06-18,36.6,45.3,49.7,56.0,81.6,10.687022900763354,-0.3816793893129722,0.3816793893129722
030200.KS,2025-07-16,64.9,69.7,71.0,72.9,80.7,-6.72413793103448,-13.879310344827587,-8.62068965517241
003670.KS,2022-09-01,58.5,64.2,64.8,65.8,69.6,-5.828220858895705,34.04907975460123,34.96932515337423
003670.KS,2022-10-04,39.4,47.8,49.7,52.3,63.3,28.990228013029306,16.612377850162872,72.9641693811075
003670.KS,2022-11-02,56.5,62.5,62.9,63.6,66.2,10.35353535353536,10.1010101010101,75.50505050505049
003670.KS,2022-11-30,56.7,62.7,63.7,65.0,70.6,-18.077803203661325,0.6864988558352492,49.65675057208239
003670.KS,2022-12-28,9.4,21.9,26.7,33.4,61.3,21.7877094972067,48.32402234636872,108.93854748603351
003670.KS,2023-01-30,35.0,44.0,46.0,48.9,60.6,0.917431192660545,59.40366972477064,148.62385321100916
003670.KS,2023-02-27,65.9,70.6,71.8,73.5,80.4,20.68181818181818,48.63636363636363,99.0909090909091
003670.KS,2023-03-28,63.7,68.7,67.9,66.8,62.1,30.885122410546128,40.8662900188324,49.34086629001884
003670.KS,2023-04-25,52.9,59.4,58.1,56.2,48.3,-5.899280575539567,55.97122302158273,-12.230215827338132
003670.KS,2023-05-25,36.5,45.3,47.4,50.4,62.9,14.3730886850153,33.944954128440365,-7.18654434250765
003670.KS,2023-06-26,57.2,63.1,64.1,65.6,71.6,44.919786096256686,6.016042780748654,-3.609625668449201
003670.KS,2023-07-24,86.3,88.2,84.3,78.9,56.2,-19.18819188191881,-43.72693726937269,-48.61623616236162
003670.KS,2023-08-22,20.9,31.8,34.2,37.6,51.6,-9.47488584474886,-30.707762557077626,-30.47945205479452
003670.KS,2023-09-19,8.5,21.1,24.1,28.3,45.8,-23.076923076923077,-9.079445145018916,-20.42875157629256
003670.KS,2023-10-24,6.7,19.6,22.5,26.6,43.4,-0.4918032786885296,-8.688524590163937,-15.24590163934426
003670.KS,2023-11-21,10.7,23.0,25.3,28.4,41.5,18.780889621087304,0.3294892915980174,-13.34431630971994
003670.KS,2023-12-19,60.3,65.8,63.0,59.2,43.2,-22.74618585298197,-12.482662968099856,-25.79750346740638
003670.KS,2024-01-19,2.2,15.7,18.7,23.0,40.8,9.335727109515268,-7.181328545780974,-11.31059245960503
003670.KS,2024-02-20,34.7,43.7,44.2,44.8,47.5,3.612479474548436,-13.628899835796382,-31.034482758620683
003670.KS,2024-03-20,34.4,43.4,44.1,45.0,48.6,-18.066561014263076,-15.213946117274167,-25.83201267828843
003670.KS,2024-04-18,7.0,19.8,23.4,28.5,49.2,1.740812379110257,-4.448742746615086,-10.83172147001934
003670.KS,2024-05-21,11.2,23.4,25.2,27.7,38.1,1.7110266159695795,-20.152091254752847,-36.27376425855513
003670.KS,2024-06-19,17.3,28.7,30.6,33.2,43.9,-7.663551401869162,-12.523364485981304,-37.64485981308411
003670.KS,2024-07-17,11.4,23.7,26.4,30.2,46.1,-14.97975708502024,-6.68016194331984,-39.55465587044535
003670.KS,2024-08-14,5.3,18.4,20.7,24.0,37.5,11.428571428571432,-20.190476190476197,-38.19047619047618
003670.KS,2024-09-12,31.3,40.8,40.4,39.8,37.5,-1.4957264957264904,-28.717948717948715,-39.23076923076923
003670.KS,2024-10-18,26.5,36.6,38.2,40.4,49.4,-27.28850325379609,-35.22776572668113,-45.85683297180043
003670.KS,2024-11-15,0.0,10.4,12.9,16.5,31.2,-0.4773269689737458,-22.553699284009543,-31.38424821002387
003670.KS,2024-12-13,10.1,22.5,24.7,27.7,40.2,-10.4916067146283,-14.748201438848918,-27.57793764988009
003670.KS,2025-01-15,4.4,17.6,20.6,25.0,43.0,-13.060951105157404,-16.409912926992632,-11.252511721366377
003670.KS,2025-02-18,7.2,20.0,21.9,24.6,35.6,9.55315870570108,-11.402157164869031,22.4191063174114
003670.KS,2025-03-19,24.4,34.8,35.2,35.7,38.0,-12.23628691983122,-15.049226441631502,-8.016877637130804
003670.KS,2025-04-16,7.8,20.6,21.5,23.0,28.7,-7.8525641025641075,6.169871794871784,55.04807692307692
003670.KS,2025-05-19,11.1,23.4,26.3,30.3,47.1,5.043478260869572,38.17391304347826,82.17391304347825
003670.KS,2025-06-18,23.3,33.9,34.3,34.9,37.5,9.68543046357615,8.278145695364248,83.36092715231788
003670.KS,2025-07-16,54.1,60.4,57.9,54.3,39.5,19.9245283018868,46.0377358490566,41.9622641509434
086790.KS,2022-09-01,26.1,36.3,40.1,45.4,67.2,-0.666666666666671,18.799999999999997,21.333333333333336
086790.KS,2022-10-04,24.0,34.5,37.9,42.7,62.5,10.604026845637591,13.15436241610739,9.395973154362425
086790.KS,2022-11-02,59.1,64.7,65.4,66.3,70.2,8.131067961165051,24.27184466019416,2.184466019417486
086790.KS,2022-11-30,82.1,84.5,83.7,82.4,77.4,-5.387205387205385,2.1324354657688005,-7.85634118967452
086790.KS,2022-12-28,33.9,43.0,45.9,50.0,67.0,21.470937129300125,-3.3214709371293005,-5.9311981020166105
086790.KS,2023-01-30,53.7,60.1,61.1,62.4,68.0,-11.1328125,-17.7734375,-24.8046875
086790.KS,2023-02-27,29.7,39.4,43.2,48.5,70.5,-10.439560439560436,-9.78021978021978,-16.263736263736263
086790.KS,2023-03-28,13.0,25.0,30.8,38.9,72.6,3.312883435582825,-2.69938650306748,6.134969325153383
086790.KS,2023-04-25,28.3,38.2,43.1,50.0,78.6,-2.494061757719712,-8.551068883610446,0.3562945368170922
086790.KS,2023-05-25,21.8,32.6,37.1,43.5,69.8,-3.410475030450666,-7.186358099878198,2.0706455542021995
086790.KS,2023-06-26,20.9,31.8,37.5,45.7,79.2,-2.90037831021438,9.079445145018903,6.431273644388402
086790.KS,2023-07-24,15.5,27.2,32.4,39.9,70.8,-1.0389610389610393,9.740259740259738,7.012987012987004
086790.KS,2023-08-22,18.7,29.9,34.9,41.9,71.0,13.51706036745406,9.973753280839892,47.50656167979002
086790.KS,2023-09-19,68.5,72.8,73.7,75.1,80.5,-2.3121387283236983,-2.4277456647398887,43.35260115606936
086790.KS,2023-10-24,39.2,47.6,49.7,52.8,65.5,-0.8284023668639007,-2.485207100591713,26.627218934911244
086790.KS,2023-11-21,28.5,38.3,42.4,48.2,71.9,0.7159904534606243,34.12887828162292,51.312649164677815
086790.KS,2023-12-19,34.4,43.4,48.2,54.8,82.2,-2.3696682464455,46.91943127962086,39.81042654028435
086790.KS,2024-01-19,25.9,36.1,41.4,48.8,79.4,36.40776699029127,29.85436893203883,50.48543689320388
086790.KS,2024-02-20,59.0,64.7,64.5,64.4,63.6,10.320284697508896,12.811387900355877,8.896797153024917
086790.KS,2024-03-20,66.2,70.8,70.9,70.9,71.0,-13.709677419354838,-4.838709677419351,-5.967741935483872
086790.KS,2024-04-18,14.3,26.2,31.3,38.7,68.9,18.50467289719626,15.88785046728971,22.61682242990655
086790.KS,2024-05-21,53.8,60.2,61.0,62.1,66.6,-6.940063091482651,-3.4700315457413256,-6.782334384858046
086790.KS,2024-06-19,21.1,32.0,38.4,47.4,84.6,5.084745762711873,-1.1864406779661052,1.186440677966094
086790.KS,2024-07-17,41.8,49.8,53.4,58.5,79.4,-1.2903225806451646,5.8064516129032295,-6.774193548387098
086790.KS,2024-08-14,25.4,35.7,40.0,46.2,71.5,-4.738562091503273,-3.4313725490196068,0.0
086790.KS,2024-09-12,25.5,35.8,39.8,45.6,69.4,12.521440823327625,2.401372212692965,6.346483704974282
086790.KS,2024-10-18,43.0,50.8,53.1,56.3,69.6,-9.908536585365855,-11.890243902439025,-12.042682926829274
086790.KS,2024-11-15,13.1,25.1,30.3,37.6,68.0,1.015228426395942,3.5532994923857864,12.351945854483915
086790.KS,2024-12-13,20.4,31.3,35.6,41.6,66.4,-3.1825795644891075,3.852596314907864,32.16080402010051
086790.KS,2025-01-15,21.3,32.2,37.4,44.8,75.1,5.882352941176472,-0.17301038062284,58.65051903114187
086790.KS,2025-02-18,41.3,49.4,53.7,59.8,85.0,1.3071895424836557,8.496732026143782,39.37908496732025
086790.KS,2025-03-19,39.5,47.9,51.6,56.9,78.8,-6.93548387096774,27.25806451612902,41.45161290322581
086790.KS,2025-04-16,25.0,35.4,39.5,45.3,69.4,15.077989601386488,58.92547660311958,49.22010398613519
