ticker,date,score_100,score_nonlinear,20거래일(약1개월),60거래일(약3개월),120거래일(약6개월)
373220.KS,2023-06-26,23.5,95.8,5.85106382978724,-11.968085106382976,-24.468085106382976
373220.KS,2023-07-24,53.1,83.7,-9.715242881072028,-24.874371859296485,-35.76214405360134
373220.KS,2023-08-22,10.6,93.5,-7.884972170686455,-17.06864564007421,-25.04638218923933
373220.KS,2023-09-19,11.7,94.0,-9.667673716012082,-14.199395770392751,-17.92547834843907
373220.KS,2023-10-24,11.7,92.1,-0.3344481605351168,-14.492753623188404,-15.94202898550725
373220.KS,2023-11-21,12.4,92.1,-4.697986577181212,-9.619686800894856,-18.45637583892617
373220.KS,2023-12-19,20.6,94.4,-9.97652582159625,-4.342723004694838,-19.483568075117372
373220.KS,2024-01-19,10.2,92.9,5.34550195567145,-1.6949152542372836,-12.255541069100396
373220.KS,2024-02-20,26.6,94.4,0.866336633663356,-9.777227722772274,-16.58415841584159
373220.KS,2024-03-20,31.4,92.4,-7.484662576687118,-15.828220858895705,1.595092024539868
373220.KS,2024-04-18,15.1,94.2,-3.315649867374004,-10.742705570291776,3.05039787798409
