ticker,date,score_100,sub_추세,sub_거래량,sub_모멘텀,sub_패턴점수,sub_리스크,20거래일(약1개월),60거래일(약3개월),120거래일(약6개월)
207940.KS,2022-09-01,21.0,49.9,25.8,35.3,14.0,-20.2,-1.815987302409694,7.384982221523195,-6.779669524858079
207940.KS,2022-10-04,28.5,23.7,45.3,59.6,36.4,-22.5,7.644884739492119,2.342792109454206,-1.7262636492706651
207940.KS,2022-11-02,50.1,150.3,29.8,57.1,30.1,-16.8,1.6036652865097478,-8.018326432548772,-9.965635610823497
207940.KS,2022-11-30,47.6,128.0,37.7,49.0,32.6,-9.2,-6.4261520362994595,-13.19053321363054,-12.175873287349493
207940.KS,2022-12-28,24.7,21.7,41.6,43.5,33.6,-17.1,-3.2530142550291963,-3.9759084883799867,-8.43373340559468
207940.KS,2023-01-30,11.4,23.1,2.3,32.4,13.9,-14.9,-4.109594172639808,-2.1170621306936144,-7.596517652747547
207940.KS,2023-02-27,27.1,48.1,46.2,30.7,25.9,-15.2,3.506496152924732,1.1688355704084996,0.3896118568028406
207940.KS,2023-03-28,30.4,51.5,37.2,51.4,24.7,-13.0,-1.380174020478142,-4.642402596097717,-8.531989490508785
207940.KS,2023-04-25,22.5,48.0,23.3,39.6,18.3,-16.7,-0.8905851101352003,-5.59796798229546,-6.1068722818908405
207940.KS,2023-05-25,22.0,41.5,18.3,42.2,22.6,-14.4,-2.4390195539017,-0.7702210954710131,-7.317069098022488
207940.KS,2023-06-26,21.5,34.9,29.9,36.9,18.0,-12.1,-2.3684297511643693,-4.078948086261136,-7.368430286025607
207940.KS,2023-07-24,20.1,29.2,28.9,39.3,25.1,-21.8,4.177898681609893,-0.5390819336388297,3.773584492198978
207940.KS,2023-08-22,26.9,82.9,7.7,58.9,13.8,-29.0,-5.692101973449648,-6.597664607164278,5.821475576354618
207940.KS,2023-09-19,18.6,23.2,29.7,34.4,20.3,-14.8,1.2345612925745986,-3.4293641845407175,16.598070015200328
207940.KS,2023-10-24,40.8,38.3,73.1,59.3,57.8,-24.4,-2.1680151123445235,4.336041240802091,7.046071147345789
207940.KS,2023-11-21,27.0,73.0,21.3,36.1,23.5,-18.8,-2.493083962630427,13.296391499512206,7.8947321009529725
207940.KS,2023-12-19,21.9,31.0,32.4,38.2,24.4,-16.4,9.375000721758852,20.73863761031074,7.244322413949611
207940.KS,2024-01-19,60.0,150.1,50.9,77.0,43.8,-21.9,6.233768592243805,2.5974053398183816,10.519488458774218
207940.KS,2024-02-20,48.0,178.6,12.0,59.7,14.0,-24.1,3.9119785203895807,-4.767724132310502,13.93643279645902
207940.KS,2024-03-20,48.6,114.1,41.8,69.9,36.7,-19.4,-7.058821391447201,-11.176468000172923,14.235296660699648
207940.KS,2024-04-18,20.2,34.7,26.3,35.3,16.2,-11.4,-1.3924034089149107,7.721523846257794,34.177219488646294
207940.KS,2024-05-21,21.5,32.9,23.1,38.6,28.0,-15.3,-3.0808739455666756,19.64056488028918,20.282408835636765
207940.KS,2024-06-19,24.1,20.6,44.4,37.3,36.3,-18.0,12.715236180880707,28.60927063891363,30.596033022218716
207940.KS,2024-07-17,73.1,148.5,71.2,84.0,82.5,-20.7,9.518210812563987,24.559340322874192,19.85898317131667
207940.KS,2024-08-14,56.7,200.0,17.6,76.4,16.1,-26.7,4.184547484322043,0.5364768680169663,26.07296245909321
207940.KS,2024-09-12,61.0,185.0,37.2,76.1,26.9,-20.0,9.165812023347431,1.544804953356116,11.122553800665603
207940.KS,2024-10-18,54.4,156.2,31.1,83.0,25.4,-23.5,-11.603778251850994,-3.7735886681589337,-3.4905687510761507
207940.KS,2024-11-15,18.7,35.4,36.5,25.8,15.5,-19.8,5.22946380285092,25.400219290158944,9.711853911141578
207940.KS,2024-12-13,33.3,39.2,44.1,62.2,38.5,-17.7,3.4482693226729033,9.432042192319901,1.8255562873739972
207940.KS,2025-01-15,39.1,86.1,38.8,56.0,30.5,-15.8,15.1960822212585,0.29411874886071665,1.274511921569177
207940.KS,2025-02-18,63.2,200.0,21.0,85.3,30.5,-20.8,-8.170215427585914,-12.51063631931666,-11.489362850396578
207940.KS,2025-03-19,22.5,50.5,26.6,36.1,15.4,-16.3,-5.189990061791693,-6.950876317905131,-3.985168787546123
207940.KS,2025-04-16,18.1,22.3,33.9,46.8,17.7,-30.0,0.4887630278926025,0.9775181086773443,9.188660685037519
207940.KS,2025-05-19,28.3,35.3,44.5,43.6,38.3,-20.0,-2.33463105795505,1.1673115747503848,18.774314542635118
207940.KS,2025-06-18,10.9,37.5,17.3,26.6,6.2,-33.1,2.888443400370666,3.1872492861850343,9.60777405445683
207940.KS,2025-07-16,33.4,70.2,39.8,50.8,24.8,-18.7,0.6776378486812451,8.131654184174852,21.326625110566134
005380.KS,2022-09-01,40.0,97.7,35.4,51.8,33.8,-18.5,-8.18414322250639,-13.554987212276215,-11.355498721227619
005380.KS,2022-10-04,25.2,48.1,39.1,37.6,21.3,-20.1,-8.07799442896936,-14.206128133704732,-1.3370473537604455
005380.KS,2022-11-02,17.5,13.0,38.9,27.1,29.3,-20.6,2.4242424242424176,5.393939393939395,21.818181818181827
005380.KS,2022-11-30,26.8,54.6,25.0,46.1,26.8,-18.6,-8.875739644970416,2.5443786982248584,20.414201183431956
005380.KS,2022-12-28,12.2,20.5,21.7,29.4,11.8,-22.6,12.922077922077913,14.999999999999991,30.1948051948052
005380.KS,2023-01-30,42.0,124.7,2.3,79.1,26.0,-21.9,-0.34502587694077436,15.583668775158133,14.54859114433582
005380.KS,2023-02-27,55.4,151.6,59.9,44.8,43.1,-22.3,2.1927293710328977,17.426428159261388,8.424697057126362
005380.KS,2023-03-28,43.7,115.7,29.3,59.0,31.0,-16.5,13.495200451722189,13.212874082439296,7.284020327498597
005380.KS,2023-04-25,80.1,179.0,85.4,88.3,63.5,-15.9,1.243781094527363,-0.8955223880596996,-9.054726368159205
005380.KS,2023-05-25,50.3,180.4,13.8,53.8,17.0,-13.4,-1.4742014742014753,-7.66584766584767,-9.484029484029488
005380.KS,2023-06-26,27.3,54.6,20.7,49.4,22.9,-11.3,-0.6483790523690747,-5.2369077306733125,-4.139650872817957
005380.KS,2023-07-24,26.3,57.7,30.7,40.3,19.2,-16.4,-5.672690763052213,-8.232931726907633,-8.785140562248994
005380.KS,2023-08-22,14.3,16.5,16.0,35.4,16.0,-12.3,1.1176157530601305,-1.9691325172964347,28.791910590739754
005380.KS,2023-09-19,30.9,38.4,41.8,48.5,36.6,-10.6,-3.7894736842105314,1.1578947368421133,26.84210526315789
005380.KS,2023-10-24,22.5,46.6,25.4,38.5,18.4,-16.6,0.7658643326039494,-0.6017505470459539,26.367614879649892
005380.KS,2023-11-21,25.5,37.7,24.8,50.0,32.2,-17.4,4.343105320304019,31.378935939196516,37.350705754614545
005380.KS,2023-12-19,53.7,128.3,49.0,61.8,39.9,-10.6,-5.4630593132154015,25.390218522372532,49.063475546305924
005380.KS,2024-01-19,18.5,44.2,19.5,35.9,11.3,-18.2,33.18657127132636,27.13263621353881,47.77105118326912
005380.KS,2024-02-20,54.3,180.0,17.4,87.2,16.3,-29.3,-0.4132231404958664,4.545454545454541,-0.4132231404958664
005380.KS,2024-03-20,50.5,170.0,29.4,50.5,20.2,-17.5,-4.149377593360992,18.87966804979253,-3.734439834024894
005380.KS,2024-04-18,22.8,57.5,23.7,45.3,14.8,-27.1,9.523809523809534,16.233766233766247,1.5151515151515138
005380.KS,2024-05-21,47.5,108.2,29.4,73.2,40.3,-13.7,13.241106719367579,-4.743083003952564,-18.577075098814234
005380.KS,2024-06-19,75.6,200.0,54.7,90.8,59.4,-27.0,-6.282722513089,-19.02268760907504,-24.956369982547987
005380.KS,2024-07-17,25.4,83.5,14.0,39.4,10.1,-20.2,-10.242085661080068,-12.662942271880818,-17.87709497206704
005380.KS,2024-08-14,9.3,13.0,16.2,34.7,15.6,-32.8,-3.734439834024894,-14.522821576763489,-16.80497925311203
005380.KS,2024-09-12,19.8,38.0,32.1,37.0,19.5,-27.4,1.0775862068965525,-7.3275862068965525,-12.06896551724138
005380.KS,2024-10-18,23.3,72.1,24.3,37.9,10.1,-27.7,-12.153518123667373,-5.970149253731338,-22.515991471215347
005380.KS,2024-11-15,14.3,13.0,37.8,28.1,21.0,-28.3,4.3689320388349495,-2.669902912621358,-7.281553398058249
005380.KS,2024-12-13,30.2,49.5,37.0,60.1,30.0,-25.7,2.55813953488373,-5.116279069767438,-4.1860465116279055
005380.KS,2025-01-15,41.7,101.6,45.4,55.9,33.1,-27.6,-9.0702947845805,-17.59637188208617,-5.895691609977327
005380.KS,2025-02-18,14.1,24.6,29.9,26.4,15.3,-25.8,1.74563591022443,-4.738154613466339,7.730673316708225
005380.KS,2025-03-19,27.7,34.0,36.1,53.3,38.5,-23.6,-10.931372549019603,0.9803921568627416,9.313725490196067
005380.KS,2025-04-16,12.3,25.5,27.4,30.0,18.4,-39.9,5.118326912493121,14.199229499174471,33.7369290038525
005380.KS,2025-05-19,29.9,79.3,18.5,50.3,26.5,-25.3,7.853403141361248,13.089005235602102,42.67015706806283
005380.KS,2025-06-18,43.9,107.1,35.5,58.3,43.8,-25.3,0.728155339805836,8.252427184466015,46.35922330097087
005380.KS,2025-07-16,43.1,159.5,23.2,48.3,17.4,-33.1,4.096385542168668,17.108433734939755,98.31325301204818
051910.KS,2022-09-01,41.4,129.3,31.3,56.8,18.5,-29.1,-10.91492776886035,18.780096308186202,5.45746388443018
051910.KS,2022-10-04,18.8,25.5,44.7,35.2,21.1,-32.7,21.081081081081088,8.46846846846847,26.846846846846837
051910.KS,2022-11-02,48.6,97.9,46.2,94.7,42.9,-38.5,10.119047619047628,1.6369047619047672,10.416666666666675
051910.KS,2022-11-30,72.9,200.0,56.8,81.4,50.9,-24.6,-18.648648648648646,-11.216216216216212,-3.7837837837837784
051910.KS,2022-12-28,9.6,22.6,13.5,26.9,14.9,-30.0,13.455149501661134,16.9435215946844,16.77740863787376
051910.KS,2023-01-30,32.3,75.9,3.8,80.3,27.0,-25.3,-3.8067349926793503,8.638360175695459,4.392386530014636
051910.KS,2023-02-27,40.6,107.7,53.2,34.7,37.1,-29.9,7.153729071537285,8.371385083713845,-12.785388127853881
051910.KS,2023-03-28,50.4,126.4,39.8,77.4,34.3,-26.1,5.397727272727271,-0.14204545454545858,-21.590909090909093
051910.KS,2023-04-25,41.9,170.5,11.0,55.4,6.0,-33.3,-4.043126684636123,-3.908355795148244,-33.692722371967655
051910.KS,2023-05-25,21.1,28.6,28.2,41.4,26.7,-19.5,-1.2640449438202195,-19.52247191011236,-29.63483146067416
051910.KS,2023-06-26,16.1,56.2,11.9,36.4,8.2,-32.3,1.4224751066856278,-21.479374110953053,-28.591749644381224
051910.KS,2023-07-24,43.3,34.6,78.8,54.7,71.1,-22.6,-19.635343618513325,-30.995792426367462,-43.26788218793829
051910.KS,2023-08-22,3.0,16.3,12.9,12.7,6.4,-33.1,-3.6649214659685847,-12.565445026178013,-11.69284467713787
051910.KS,2023-09-19,13.8,21.3,30.1,30.2,18.8,-31.3,-10.869565217391308,-9.05797101449275,-20.561594202898547
051910.KS,2023-10-24,10.3,13.0,37.1,19.3,15.7,-33.4,1.8292682926829285,-17.784552845528456,-23.06910569105691
051910.KS,2023-11-21,17.8,32.5,19.3,51.9,30.7,-45.3,0.1996007984031989,0.9980039920159722,-23.25349301397206
051910.KS,2023-12-19,31.4,48.2,47.3,49.3,44.1,-32.0,-19.422310756972117,-12.649402390438247,-28.386454183266927
051910.KS,2024-01-19,7.0,25.5,23.9,9.6,9.2,-33.1,25.092707045735473,-6.427688504326334,-17.05809641532756
051910.KS,2024-02-20,49.1,120.8,36.4,89.9,35.0,-36.8,-13.339920948616601,-24.011857707509876,-41.501976284584984
051910.KS,2024-03-20,8.4,27.8,17.1,17.7,10.7,-31.5,-13.6830102622577,-18.015963511972632,-26.90992018244014
051910.KS,2024-04-18,11.0,18.0,30.1,22.0,19.0,-34.0,1.5852047556142779,-11.360634081902244,-13.210039630118885
051910.KS,2024-05-21,19.4,53.3,25.7,38.5,20.2,-40.8,-6.501950585175553,-23.016905071521453,-27.69830949284785
051910.KS,2024-06-19,9.6,18.0,33.4,23.5,12.6,-39.4,-6.675938803894299,-10.84840055632823,-25.312934631432547
051910.KS,2024-07-17,12.1,31.9,29.2,23.6,15.6,-39.9,-11.77347242921013,-2.086438152011927,-28.46497764530551
051910.KS,2024-08-14,6.9,13.0,23.5,28.2,17.4,-47.5,8.277027027027017,-6.081081081081086,-19.256756756756754
051910.KS,2024-09-12,29.7,67.5,34.9,64.3,21.5,-39.9,2.4960998439937487,-16.224648985959433,-24.492979719188767
051910.KS,2024-10-18,31.4,138.6,14.9,44.8,5.2,-46.6,-15.372907153729077,-26.940639269406397,-33.0289193302892
051910.KS,2024-11-15,3.0,13.0,18.8,19.3,11.1,-47.1,-3.4172661870503607,-14.028776978417268,-29.568345323741006
051910.KS,2024-12-13,13.1,18.0,39.9,33.2,21.5,-47.2,-10.61452513966481,-9.86964618249534,-22.718808193668526
051910.KS,2025-01-15,2.8,13.0,16.0,14.6,7.2,-36.9,-0.4166666666666652,-8.333333333333337,9.791666666666664
051910.KS,2025-02-18,16.5,18.0,34.6,46.1,27.1,-43.5,1.2552301255230214,-18.07531380753138,16.945606694560666
051910.KS,2025-03-19,29.6,55.1,57.4,41.8,40.9,-47.0,-9.090909090909093,-14.256198347107441,19.834710743801654
051910.KS,2025-04-16,10.8,30.0,18.0,41.7,16.0,-51.5,-10.999999999999998,19.772727272727273,54.0909090909091
051910.KS,2025-05-19,9.5,16.3,39.3,13.1,16.2,-37.3,5.9754851889683325,42.747701736465785,108.12053115423903
051910.KS,2025-06-18,21.2,42.7,25.1,45.3,30.6,-37.6,26.987951807228903,39.75903614457832,79.03614457831326
051910.KS,2025-07-16,56.7,200.0,20.4,92.1,20.8,-49.6,6.072106261859589,28.652751423149915,25.42694497153699
006400.KS,2022-09-01,28.9,92.4,21.2,43.6,13.2,-25.7,-3.304347826086962,26.782608695652165,17.91304347826086
006400.KS,2022-10-04,22.4,43.5,39.5,44.3,16.3,-31.4,30.39568345323742,8.453237410071935,29.85611510791366
006400.KS,2022-11-02,66.8,185.0,43.1,99.1,32.7,-26.1,0.5517241379310311,-5.241379310344829,-2.6206896551724146
006400.KS,2022-11-30,55.0,165.0,36.4,58.6,34.8,-19.6,-17.28395061728395,-6.995884773662553,-3.978052126200271
006400.KS,2022-12-28,7.9,14.7,16.0,26.2,10.4,-27.6,13.93034825870647,19.734660033167508,13.266998341625214
006400.KS,2023-01-30,28.9,49.2,3.7,78.7,32.6,-19.8,-1.3100436681222738,2.765647743813693,3.63901018922852
006400.KS,2023-02-27,42.6,105.1,62.3,40.0,32.6,-26.9,6.4896755162241915,3.2448377581120846,-11.799410029498524
006400.KS,2023-03-28,43.4,132.6,18.9,72.7,17.8,-25.1,-2.216066481994461,-5.4016620498615,-22.71468144044322
006400.KS,2023-04-25,18.4,73.4,12.7,34.8,4.3,-33.3,-0.8498583569405138,0.8498583569405138,-32.01133144475921
006400.KS,2023-05-25,24.8,33.1,25.0,45.4,35.0,-14.4,-2.4285714285714244,-14.57142857142857,-33.42857142857143
006400.KS,2023-06-26,22.5,62.4,22.4,34.0,8.7,-15.2,4.245973645680823,-18.301610541727676,-34.04099560761347
006400.KS,2023-07-24,42.7,46.3,73.7,60.4,55.5,-22.2,-16.01123595505618,-32.58426966292135,-47.47191011235955
006400.KS,2023-08-22,7.2,16.3,15.7,18.9,10.3,-25.4,-6.688963210702337,-22.073578595317723,-33.94648829431438
006400.KS,2023-09-19,11.5,18.0,32.1,27.0,12.1,-31.7,-13.978494623655912,-19.265232974910397,-18.817204301075275
006400.KS,2023-10-24,8.2,13.0,37.1,14.0,12.5,-35.6,-2.9166666666666674,-22.083333333333332,-15.520833333333329
006400.KS,2023-11-21,13.1,19.7,25.3,39.3,26.1,-44.9,-3.3261802575107247,-15.23605150214592,-11.69527896995708
006400.KS,2023-12-19,16.8,32.0,33.5,33.9,22.0,-37.2,-16.981132075471695,0.5549389567147678,-12.874583795782469
006400.KS,2024-01-19,4.4,23.0,25.9,11.3,6.5,-44.5,5.614973262032086,8.422459893048128,-4.8128342245989275
006400.KS,2024-02-20,19.8,37.6,20.4,51.0,28.1,-38.3,14.683544303797458,4.177215189873418,-18.101265822784807
006400.KS,2024-03-20,55.1,163.4,44.7,73.5,39.1,-45.4,-10.485651214128033,-13.355408388520972,-19.646799116997794
006400.KS,2024-04-18,13.2,41.8,21.4,33.0,8.6,-39.0,1.479654747225645,-12.207151664611594,-18.618988902589393
006400.KS,2024-05-21,20.9,73.4,14.1,43.8,14.1,-40.8,-4.617253948967193,-21.38517618469016,-40.097205346294054
006400.KS,2024-06-19,15.5,14.7,43.6,30.8,23.7,-35.5,-9.29936305732484,-7.261146496815285,-33.63057324840765
006400.KS,2024-07-17,6.8,29.7,21.9,19.8,9.7,-46.9,-9.12921348314607,-7.303370786516849,-34.97191011235955
006400.KS,2024-08-14,9.9,13.0,30.8,32.1,19.9,-46.1,12.519319938176189,-23.802163833075728,-32.76661514683153
006400.KS,2024-09-12,32.9,85.9,30.7,69.7,26.2,-48.2,-9.340659340659341,-28.434065934065934,-47.28021978021978
006400.KS,2024-10-18,12.4,70.8,13.1,18.2,3.3,-43.2,-25.303030303030305,-29.848484848484848,-46.36363636363636
006400.KS,2024-11-15,0.0,13.0,13.5,5.2,6.6,-49.5,5.679513184584173,-11.764705882352944,-31.277890466531446
006400.KS,2024-12-13,22.3,14.7,49.3,56.0,36.1,-44.7,-11.13243761996161,-26.333973128598853,-35.04798464491363
006400.KS,2025-01-15,1.6,14.7,16.2,13.2,7.2,-43.1,-6.0475161987041055,-23.54211663066955,-23.930885529157663
006400.KS,2025-02-18,10.7,14.7,33.2,32.9,14.7,-42.0,-11.770114942528732,-22.114942528735636,1.839080459770126
006400.KS,2025-03-19,7.7,28.0,30.5,11.9,14.0,-45.9,-7.764460656591976,-11.829077644606567,3.335070349140179
006400.KS,2025-04-16,7.8,13.0,19.3,37.0,16.3,-46.7,-4.2937853107344655,-0.5084745762711895,44.35028248587572
006400.KS,2025-05-19,15.3,21.3,47.7,24.0,24.1,-40.4,-0.11806375442738881,30.755608028335303,85.9504132231405
006400.KS,2025-06-18,19.5,61.9,26.8,29.3,23.3,-44.0,4.078014184397172,17.19858156028369,82.03309692671394
006400.KS,2025-07-16,31.9,97.5,25.1,56.4,25.3,-44.8,25.780806360022712,45.08801817149346,62.123793299261784
035420.KS,2022-09-01,10.4,39.1,15.8,19.0,10.4,-32.5,-25.21186440677966,-20.76271186440678,-11.864406779661019
035420.KS,2022-10-04,0.0,13.0,11.3,4.3,2.8,-46.3,-1.4164305949008527,1.9830028328611915,13.031161473087828
035420.KS,2022-11-02,17.6,18.0,35.4,39.7,38.4,-43.7,7.471264367816088,18.965517241379317,6.954022988505737
035420.KS,2022-11-30,31.7,91.3,26.0,58.0,28.0,-44.6,-3.7433155080213942,11.229946524064172,10.160427807486627
035420.KS,2022-12-28,21.4,61.6,20.0,46.3,20.0,-40.8,14.999999999999991,10.83333333333334,4.94444444444444
035420.KS,2023-01-30,48.7,168.6,4.2,89.6,19.3,-38.4,0.48309178743961567,-10.09661835748792,-1.9323671497584516
035420.KS,2023-02-27,48.8,145.4,56.0,49.0,29.6,-35.8,-4.086538461538458,-0.9615384615384581,6.25
035420.KS,2023-03-28,15.7,29.9,23.8,42.2,16.9,-34.4,-6.7167919799498765,-5.313283208020048,10.025062656641603
035420.KS,2023-04-25,7.5,19.1,19.0,25.5,11.1,-37.2,10.693175711982805,9.081139172487918,0.4836109618484796
035420.KS,2023-05-25,41.9,120.7,35.0,65.4,22.9,-34.7,-8.300970873786406,7.281553398058249,-0.7281553398058249
035420.KS,2023-06-26,9.6,21.0,22.2,23.8,11.3,-30.2,7.4642668078348295,16.199047114875587,17.787188988883006
035420.KS,2023-07-24,34.5,96.0,22.7,66.0,22.8,-35.0,8.866995073891616,-7.881773399014779,6.157635467980294
035420.KS,2023-08-22,45.5,150.7,23.0,72.5,23.6,-42.3,-0.6787330316742057,-7.466063348416285,-8.371040723981904
035420.KS,2023-09-19,30.9,104.0,18.0,50.8,24.5,-43.0,-14.806378132118446,1.3667425968109326,-16.583143507972665
035420.KS,2023-10-24,15.3,13.0,50.2,25.1,23.4,-35.4,9.35828877005347,15.24064171122994,-3.3689839572192515
035420.KS,2023-11-21,35.0,82.7,29.0,65.9,33.0,-35.7,8.801955990220044,-0.9779951100244544,-10.415647921760396
035420.KS,2023-12-19,63.8,200.0,44.6,72.2,33.7,-31.5,-3.146067415730336,-17.70786516853933,-24.539325842696623
035420.KS,2024-01-19,38.9,143.4,28.8,44.3,15.0,-37.1,-6.032482598607891,-16.148491879350345,-19.535962877030165
035420.KS,2024-02-20,9.2,20.1,26.8,28.4,15.2,-44.4,-9.580246913580249,-9.530864197530864,-22.32098765432099
035420.KS,2024-03-20,7.2,13.0,22.7,19.9,8.9,-28.6,-1.3107591480065572,-8.301474604041504,-12.61605679956308
035420.KS,2024-04-18,16.1,29.0,24.0,37.6,22.0,-32.1,1.3835085777531786,-4.039845047039292,-2.1582733812949617
035420.KS,2024-05-21,16.3,41.5,17.4,42.7,16.8,-37.1,-8.351528384279472,-14.137554585152834,3.7117903930131035
035420.KS,2024-06-19,14.8,13.2,40.1,26.2,24.1,-29.5,3.275759380583687,-4.70518165574747,25.07444907683145
035420.KS,2024-07-17,22.1,46.0,26.1,49.5,24.5,-35.6,-9.28489042675894,1.9607843137254832,19.08881199538639
035420.KS,2024-08-14,16.0,42.5,36.3,26.2,15.5,-40.3,1.7164653528289886,20.788302606484432,41.44945963127782
035420.KS,2024-09-12,19.9,36.4,30.6,51.5,19.6,-38.6,10.499999999999998,31.25,30.000000000000004
035420.KS,2024-10-18,49.5,143.3,29.2,74.5,33.6,-33.2,7.466063348416285,16.798642533936658,4.2986425339366585
035420.KS,2024-11-15,70.9,161.8,71.0,87.5,70.3,-35.9,10.526315789473696,17.105263157894733,-2.421052631578946
035420.KS,2024-12-13,64.3,200.0,42.2,82.3,33.2,-36.1,-1.6666666666666718,-0.952380952380949,15.952380952380963
035420.KS,2025-01-15,35.4,101.0,35.5,50.3,25.0,-34.8,7.748184019370452,-10.702179176755443,21.065375302663437
035420.KS,2025-02-18,48.1,170.1,18.3,66.2,19.8,-33.9,-6.516853932584265,-16.674157303370784,1.1235955056179803
035420.KS,2025-03-19,12.8,37.9,24.3,31.0,12.5,-41.7,-11.34615384615385,17.067307692307686,12.01923076923077
035420.KS,2025-04-16,10.5,13.0,25.1,34.4,17.8,-37.6,0.5422993492407713,35.57483731019522,38.55748373101952
035420.KS,2025-05-19,13.0,42.0,16.6,34.3,11.1,-39.2,31.337648327939593,21.359223300970864,36.731391585760505
035420.KS,2025-06-18,77.4,142.8,100.0,98.5,91.5,-45.9,2.6694045174537884,-4.312114989733063,0.4106776180698102
035420.KS,2025-07-16,43.3,180.0,9.0,55.7,13.8,-42.2,-9.999999999999998,2.200000000000002,3.8000000000000034
035720.KS,2022-09-01,10.5,47.8,11.1,26.4,9.2,-41.8,-21.708683473389357,-21.00840336134454,-13.305322128851538
035720.KS,2022-10-04,4.8,13.0,26.4,10.8,9.8,-36.1,-6.440071556350624,-4.114490161001793,8.586762075134157
035720.KS,2022-11-02,18.4,18.0,51.6,32.2,38.4,-48.0,7.839388145315485,21.032504780114714,7.074569789674956
035720.KS,2022-11-30,27.8,94.0,15.8,55.8,23.6,-50.0,-4.964539007092195,9.751773049645385,0.5319148936170137
035720.KS,2022-12-28,17.5,51.8,18.6,40.4,18.1,-41.2,18.097014925373145,13.24626865671641,-6.716417910447758
035720.KS,2023-01-30,52.8,185.0,2.8,94.2,24.0,-42.2,-2.211690363349128,-11.532385466034755,-21.24802527646129
035720.KS,2023-02-27,40.1,98.3,61.9,43.9,36.4,-40.0,-1.9386106623586419,-8.400646203554118,-21.405492730210018
035720.KS,2023-03-28,15.8,33.8,19.6,47.2,16.3,-37.8,-7.742998352553543,-17.627677100494232,-21.169686985172987
035720.KS,2023-04-25,7.2,22.7,17.7,21.7,6.9,-33.1,1.2499999999999956,-10.982142857142863,-29.28571428571428
035720.KS,2023-05-25,17.1,31.1,23.9,42.9,22.8,-35.4,-11.816578483245156,-14.197530864197528,-13.13932980599647
035720.KS,2023-06-26,10.4,18.0,34.3,15.7,11.8,-27.6,-0.30000000000000027,-4.300000000000004,7.600000000000007
035720.KS,2023-07-24,13.5,29.0,22.2,34.4,18.6,-36.9,-2.407221664994985,-20.5616850551655,15.546639919759286
035720.KS,2023-08-22,12.0,47.6,11.9,35.7,6.2,-41.2,-1.6443987667009274,1.2332990750256956,20.657759506680364
035720.KS,2023-09-19,17.5,26.0,27.4,38.5,24.4,-29.0,-17.24137931034483,12.434691745036574,10.553814002089856
035720.KS,2023-10-24,12.1,13.0,50.2,13.9,23.4,-39.9,24.368686868686872,45.45454545454546,23.989898989898983
035720.KS,2023-11-21,60.9,147.9,50.7,88.9,60.3,-43.5,9.238578680203036,19.187817258883257,-6.700507614213203
035720.KS,2023-12-19,61.9,200.0,41.0,78.2,29.4,-39.0,7.063197026022294,-1.6728624535315983,-20.44609665427509
035720.KS,2024-01-19,56.4,200.0,28.9,72.4,20.0,-39.1,1.909722222222232,-14.756944444444443,-28.47222222222222
035720.KS,2024-02-20,47.3,100.2,59.9,64.0,54.9,-42.6,-9.880749574105618,-21.720613287904598,-37.3083475298126
035720.KS,2024-03-20,11.3,31.1,23.3,24.0,12.4,-34.3,-7.183364839319473,-19.092627599243862,-33.175803402646494
035720.KS,2024-04-18,23.5,21.3,62.4,33.1,36.4,-35.9,-6.4154786150712795,-16.08961303462322,-21.588594704684315
035720.KS,2024-05-21,10.7,21.3,30.2,23.5,14.2,-35.7,-6.855277475516863,-19.91294885745375,-25.897714907508163
035720.KS,2024-06-19,17.9,13.0,49.1,25.4,35.3,-33.5,-3.738317757009346,-17.40654205607477,7.242990654205617
035720.KS,2024-07-17,16.2,27.0,37.9,28.8,20.9,-33.7,-10.679611650485432,-6.553398058252425,-10.194174757281548
035720.KS,2024-08-14,7.1,13.0,24.7,22.5,17.7,-42.3,-3.940217391304346,-7.472826086956519,5.842391304347827
035720.KS,2024-09-12,24.9,16.3,61.2,39.1,43.5,-35.8,8.910891089108919,29.84441301272984,22.4893917963225
035720.KS,2024-10-18,54.7,94.8,70.6,69.7,66.5,-28.3,-11.558441558441556,-3.8961038961038974,-1.9480519480519431
035720.KS,2024-11-15,16.2,28.1,45.3,26.2,21.7,-40.1,34.801762114537446,14.390602055800294,7.048458149779746
035720.KS,2024-12-13,68.4,185.0,57.0,95.1,51.2,-46.5,-19.389978213507632,-5.664488017429193,20.261437908496728
035720.KS,2025-01-15,12.2,25.5,36.1,20.3,15.4,-36.3,5.270270270270272,2.0270270270270174,51.62162162162163
035720.KS,2025-02-18,15.2,52.3,11.6,55.5,6.1,-49.3,11.168164313222073,-6.418485237483951,63.02952503209242
035720.KS,2025-03-19,41.4,151.0,10.0,67.5,22.1,-43.6,-12.817551963048501,27.48267898383372,38.33718244803694
035720.KS,2025-04-16,4.4,22.4,13.1,28.0,6.5,-47.8,-3.443708609271523,48.6092715231788,53.642384105960275
035720.KS,2025-05-19,4.4,13.4,9.5,28.5,9.2,-38.7,51.440329218106996,74.21124828532236,68.44993141289437
035720.KS,2025-06-18,77.0,180.0,76.6,99.4,78.8,-50.0,1.6304347826086918,8.514492753623193,8.333333333333325
035720.KS,2025-07-16,35.0,175.0,4.3,48.4,4.3,-57.0,13.190730837789655,3.3868092691622165,4.8128342245989275
