Date,Adj Close,Close,High,Low,Open,Volume
2021-07-28,89162.8125,101000.0,101000.0,98000.0,99500.0,360093
2021-07-29,89162.8125,101000.0,102000.0,99900.0,101500.0,221151
2021-07-30,86779.25,98300.0,101000.0,98100.0,100500.0,302481
2021-08-02,86867.53125,98400.0,99900.0,95500.0,98900.0,150311
2021-08-03,85896.4609375,97300.0,97800.0,95400.0,96600.0,400260
2021-08-04,87132.375,98700.0,100000.0,97100.0,98100.0,274002
2021-08-05,87308.9375,98900.0,99300.0,97300.0,97600.0,229213
2021-08-06,85543.328125,96900.0,99700.0,96800.0,99700.0,184821
2021-08-09,83512.8984375,94600.0,95600.0,93700.0,95600.0,398160
2021-08-10,82718.375,93700.0,95300.0,93300.0,94300.0,250652
2021-08-11,84483.9765625,95700.0,96300.0,94500.0,95100.0,245220
2021-08-12,83954.2890625,95100.0,96800.0,95000.0,96200.0,302166
2021-08-13,82806.65625,93800.0,96500.0,93100.0,96200.0,231946
2021-08-17,81217.609375,92000.0,93900.0,90500.0,93800.0,276078
2021-08-18,81923.8515625,92800.0,93300.0,90500.0,91000.0,271138
2021-08-19,77598.125,87900.0,91700.0,87700.0,91700.0,461554
2021-08-20,76891.90625,87100.0,88900.0,86400.0,87100.0,306443
2021-08-23,78304.359375,88700.0,91300.0,86800.0,88600.0,238090
2021-08-24,79893.40625,90500.0,92300.0,89300.0,91800.0,288687
2021-08-25,80776.21875,91500.0,91900.0,90700.0,90700.0,132738
2021-08-26,80511.375,91200.0,92900.0,90100.0,91600.0,208400
2021-08-27,79893.40625,90500.0,91500.0,90200.0,91000.0,140896
2021-08-30,83248.0546875,94300.0,95500.0,93000.0,93200.0,384799
2021-08-31,83954.2890625,95100.0,95100.0,91600.0,94200.0,407542
2021-09-01,81747.28125,92600.0,94500.0,92100.0,94500.0,279536
2021-09-02,80952.7734375,91700.0,93100.0,91100.0,92100.0,203081
2021-09-03,81835.578125,92700.0,93700.0,92400.0,92800.0,240637
2021-09-06,81482.453125,92300.0,93000.0,91700.0,92100.0,119604
2021-09-07,83954.2890625,95100.0,95400.0,92000.0,92000.0,337287
2021-09-08,87132.375,98700.0,100500.0,94000.0,94200.0,734574
2021-09-09,85366.7734375,96700.0,98900.0,96700.0,97300.0,337676
