Date,Adj Close,Close,High,Low,Open,Volume
2021-07-28,232592.03125,273500.0,274000.0,270000.0,270000.0,99088
2021-07-29,232166.796875,273000.0,277000.0,272000.0,274000.0,90222
2021-07-30,227914.71875,268000.0,272000.0,268000.0,271500.0,176072
2021-08-02,230891.203125,271500.0,272500.0,264000.0,268000.0,100462
2021-08-03,232166.796875,273000.0,273000.0,269000.0,270500.0,93594
2021-08-04,235568.53125,277000.0,277000.0,270000.0,271500.0,130351
2021-08-05,235568.53125,277000.0,280500.0,275000.0,275500.0,119078
2021-08-06,236844.1875,278500.0,280000.0,274500.0,276000.0,96653
2021-08-09,232592.03125,273500.0,280000.0,272500.0,275000.0,142079
2021-08-10,233017.265625,274000.0,280000.0,272000.0,273500.0,152383
2021-08-11,231741.59375,272500.0,275500.0,271000.0,274500.0,107088
2021-08-12,230891.203125,271500.0,276000.0,271500.0,274000.0,143290
2021-08-13,226639.046875,266500.0,275000.0,265500.0,275000.0,203139
2021-08-17,220260.828125,259000.0,266500.0,258000.0,264500.0,215909
2021-08-18,227064.25,267000.0,268000.0,257500.0,258000.0,142200
2021-08-19,220260.828125,259000.0,268000.0,257500.0,263500.0,155221
2021-08-20,220686.046875,259500.0,266000.0,256500.0,260000.0,196208
2021-08-23,229615.53125,270000.0,283000.0,268500.0,278000.0,1093300
2021-08-24,225363.40625,265000.0,273500.0,260500.0,273000.0,437438
2021-08-25,223237.328125,262500.0,264500.0,260000.0,264000.0,234325
2021-08-26,222386.890625,261500.0,265000.0,260000.0,263500.0,201252
2021-08-27,221961.6875,261000.0,263000.0,260000.0,261500.0,156884
2021-08-30,219835.640625,258500.0,263500.0,258000.0,262500.0,218033
2021-08-31,224087.765625,263500.0,263500.0,256000.0,258000.0,243714
2021-09-01,224087.765625,263500.0,266000.0,261000.0,263000.0,204964
2021-09-02,222812.125,262000.0,267500.0,261500.0,263500.0,218545
2021-09-03,225363.40625,265000.0,266500.0,261500.0,262000.0,167175
2021-09-06,227914.71875,268000.0,269500.0,264000.0,264500.0,152000
2021-09-07,226639.046875,266500.0,269000.0,265000.0,266000.0,110368
2021-09-08,225363.40625,265000.0,267000.0,263000.0,264500.0,138276
2021-09-09,221536.484375,260500.0,268000.0,260500.0,264000.0,250269
2021-09-10,223662.546875,263000.0,264500.0,260500.0,263000.0,139228
2021-09-13,225363.40625,265000.0,265000.0,261000.0,262000.0,166667
2021-09-14,228339.890625,268500.0,270000.0,264000.0,265500.0,220160
2021-09-15,234718.109375,276000.0,279500.0,267000.0,270500.0,482333
2021-09-16,230891.203125,271500.0,279500.0,270500.0,279000.0,281369
2021-09-17,232592.03125,273500.0,278000.0,269000.0,272500.0,314171
2021-09-23,230891.203125,271500.0,274500.0,267500.0,269500.0,188668
2021-09-24,228765.140625,269000.0,273500.0,268000.0,273500.0,156348
2021-09-27,226639.046875,266500.0,269000.0,263000.0,266000.0,189366
2021-09-28,223237.328125,262500.0,267000.0,260000.0,266500.0,278724
2021-09-29,221961.6875,261000.0,262000.0,257000.0,257000.0,193809
2021-09-30,227914.71875,268000.0,271000.0,259000.0,259000.0,258303
2021-10-01,223237.328125,262500.0,266500.0,260500.0,265000.0,138427
2021-10-05,222812.125,262000.0,264500.0,257500.0,259500.0,177276
2021-10-06,220686.046875,259500.0,266000.0,259500.0,262500.0,202086
2021-10-07,220686.046875,259500.0,264500.0,259000.0,262000.0,146964
2021-10-08,218559.984375,257000.0,261500.0,256000.0,260000.0,170696
2021-10-12,218985.1875,257500.0,260000.0,254000.0,256500.0,120749
2021-10-13,224512.984375,264000.0,265000.0,259000.0,259500.0,182387
2021-10-14,225788.609375,265500.0,268500.0,263000.0,268000.0,143424
2021-10-15,223662.546875,263000.0,266500.0,262500.0,264500.0,97544
2021-10-18,221961.6875,261000.0,264500.0,260000.0,264000.0,109915
2021-10-19,221111.28125,260000.0,263000.0,258500.0,262500.0,137157
2021-10-20,219835.640625,258500.0,261500.0,258000.0,260500.0,106897
2021-10-21,216433.921875,254500.0,258500.0,254000.0,258000.0,166314
2021-10-22,214307.828125,252000.0,254500.0,250500.0,254500.0,178997
2021-10-25,216008.671875,254000.0,254500.0,249000.0,252000.0,148158
2021-10-26,217709.546875,256000.0,256500.0,252500.0,254000.0,130192
2021-10-27,214733.0625,252500.0,256000.0,252000.0,255500.0,101892
2021-10-28,210055.6875,247000.0,252500.0,247000.0,252500.0,185324
2021-10-29,206654.015625,243000.0,248500.0,243000.0,247500.0,143591
2021-11-01,206654.015625,243000.0,247500.0,242000.0,244000.0,102483
2021-11-02,211331.359375,248500.0,251000.0,244000.0,244000.0,141282
2021-11-03,211331.359375,248500.0,251000.0,248000.0,248500.0,106366
2021-11-04,212181.75,249500.0,253500.0,249000.0,251000.0,109451
2021-11-05,210480.890625,247500.0,252000.0,244000.0,250000.0,378328
2021-11-08,208354.84375,245000.0,248000.0,242500.0,248000.0,166797
2021-11-09,205378.328125,241500.0,247500.0,240500.0,244000.0,176059
2021-11-10,200275.796875,235500.0,240500.0,234000.0,240500.0,236676
2021-11-11,198149.71875,233000.0,236000.0,230500.0,235500.0,228952
2021-11-12,210055.6875,247000.0,248500.0,233000.0,235000.0,401116
2021-11-15,210906.125,248000.0,250000.0,244500.0,244500.0,186329
2021-11-16,213457.421875,251000.0,260000.0,248500.0,248500.0,479621
2021-11-17,216433.921875,254500.0,262500.0,254000.0,259000.0,485404
2021-11-18,209630.46875,246500.0,255500.0,246500.0,255500.0,199322
2021-11-19,209205.265625,246000.0,250500.0,244500.0,245500.0,165353
2021-11-22,210906.125,248000.0,250500.0,244500.0,245500.0,116575
2021-11-23,207079.203125,243500.0,248000.0,242000.0,245500.0,133632
2021-11-24,221536.484375,260500.0,262000.0,243500.0,243500.0,616300
2021-11-25,224087.765625,263500.0,264000.0,256500.0,258500.0,375026
2021-11-26,217284.34375,255500.0,262000.0,252000.0,262000.0,1048104
2021-11-29,216433.921875,254500.0,259500.0,249000.0,252000.0,283273
2021-11-30,220686.046875,259500.0,264000.0,249500.0,258500.0,565864
2021-12-01,220686.046875,259500.0,264500.0,255500.0,259500.0,253412
2021-12-02,224512.984375,264000.0,264000.0,255500.0,259500.0,199381
2021-12-03,227064.25,267000.0,268000.0,262500.0,263500.0,199312
2021-12-06,226213.875,266000.0,267000.0,261000.0,267000.0,142333
2021-12-07,226213.875,266000.0,266000.0,262500.0,263000.0,124948
2021-12-08,226213.875,266000.0,271500.0,264500.0,267000.0,169667
2021-12-09,225363.40625,265000.0,267500.0,263000.0,265500.0,234469
2021-12-10,225363.40625,265000.0,267000.0,263000.0,264000.0,92282
2021-12-13,225363.40625,265000.0,269500.0,264000.0,265500.0,113128
2021-12-14,222812.125,262000.0,264500.0,259000.0,263000.0,113558
2021-12-15,218559.984375,257000.0,262000.0,254000.0,261000.0,179358
2021-12-16,220260.828125,259000.0,262000.0,255500.0,258500.0,129021
2021-12-17,224512.984375,264000.0,264000.0,256000.0,257000.0,141934
2021-12-20,223237.328125,262500.0,266000.0,259000.0,262000.0,145228
2021-12-21,220260.828125,259000.0,265000.0,259000.0,264000.0,99596
2021-12-22,217709.546875,256000.0,260500.0,253500.0,259500.0,130526
2021-12-23,216859.109375,255000.0,257000.0,254000.0,256000.0,92372
2021-12-24,216859.109375,255000.0,257500.0,254500.0,255000.0,95599
2021-12-27,217709.546875,256000.0,257500.0,252500.0,255000.0,190821
2021-12-28,217284.34375,255500.0,257500.0,254000.0,255500.0,267116
2021-12-29,222520.09375,255000.0,257500.0,250500.0,253500.0,189391
2021-12-30,219029.59375,251000.0,254000.0,248500.0,254000.0,187005
2022-01-04,223392.75,256000.0,257000.0,252500.0,256000.0,147236
2022-01-05,219465.90625,251500.0,256000.0,249500.0,253500.0,194984
2022-01-06,212921.1875,244000.0,250000.0,243500.0,247500.0,249886
2022-01-07,214230.140625,245500.0,247500.0,243000.0,243500.0,178726
2022-01-10,212921.1875,244000.0,249000.0,242500.0,245500.0,142238
2022-01-11,208994.375,239500.0,245000.0,239000.0,242500.0,154393
2022-01-12,217284.34375,249000.0,249500.0,241000.0,241500.0,174343
2022-01-13,215539.078125,247000.0,250500.0,246000.0,248000.0,112034
2022-01-14,212921.1875,244000.0,247000.0,243000.0,243500.0,89307
2022-01-17,210739.609375,241500.0,244000.0,240000.0,243000.0,81514
2022-01-18,208121.765625,238500.0,242500.0,238000.0,241000.0,98458
2022-01-19,205503.890625,235500.0,240000.0,234000.0,235000.0,128176
2022-01-20,207249.125,237500.0,239500.0,234500.0,236000.0,99734
2022-01-21,204194.9375,234000.0,235500.0,230500.0,235000.0,156643
2022-01-24,200268.109375,229500.0,234000.0,227000.0,232500.0,148808
2022-01-25,195468.640625,224000.0,231500.0,220000.0,230000.0,208637
2022-01-26,195468.640625,224000.0,224000.0,224000.0,224000.0,0
2022-01-27,183251.875,210000.0,221500.0,210000.0,221000.0,274447
2022-01-28,190669.171875,218500.0,220500.0,203500.0,210000.0,269071
2022-02-03,195032.34375,223500.0,228000.0,221000.0,222500.0,175088
2022-02-04,195468.640625,224000.0,225000.0,220000.0,222500.0,130985
2022-02-07,194596.0,223000.0,224000.0,219000.0,224000.0,119763
2022-02-08,194596.0,223000.0,223000.0,223000.0,223000.0,0
2022-02-09,194596.0,223000.0,223000.0,223000.0,223000.0,0
2022-02-10,196777.59375,225500.0,228000.0,221500.0,224500.0,189155
2022-02-11,194596.0,223000.0,225500.0,221500.0,222500.0,128799
2022-02-14,193287.078125,221500.0,223500.0,217000.0,220000.0,128676
2022-02-15,190232.890625,218000.0,221500.0,217000.0,219000.0,108306
2022-02-16,194596.0,223000.0,224000.0,220000.0,221000.0,71012
2022-02-17,195468.640625,224000.0,228000.0,221000.0,224000.0,131546
2022-02-18,196777.59375,225500.0,226000.0,220500.0,221000.0,89856
2022-02-21,196777.59375,225500.0,225500.0,225500.0,225500.0,0
2022-02-22,196777.59375,225500.0,225500.0,225500.0,225500.0,0
2022-02-23,196777.59375,225500.0,225500.0,225500.0,225500.0,0
2022-02-24,194159.6875,222500.0,226500.0,221000.0,223000.0,106135
2022-02-25,193723.375,222000.0,227000.0,222000.0,224000.0,108572
2022-02-28,193723.375,222000.0,222000.0,222000.0,222000.0,0
2022-03-02,203758.609375,233500.0,237000.0,226500.0,228000.0,251015
2022-03-03,202885.984375,232500.0,235500.0,232000.0,234000.0,94123
2022-03-04,202885.984375,232500.0,232500.0,232500.0,232500.0,0
2022-03-07,197213.921875,226000.0,228500.0,222000.0,225500.0,157996
2022-03-08,201577.03125,231000.0,234000.0,222000.0,224000.0,202304
2022-03-10,201577.03125,231000.0,231000.0,231000.0,231000.0,0
2022-03-11,215539.078125,247000.0,248500.0,234000.0,234000.0,304725
2022-03-14,207249.125,237500.0,246500.0,237500.0,245000.0,156359
2022-03-15,203758.609375,233500.0,240000.0,232000.0,237500.0,96304
2022-03-16,204631.234375,234500.0,236500.0,230500.0,236000.0,112318
2022-03-17,205503.890625,235500.0,242000.0,235500.0,238000.0,118579
2022-03-18,208121.765625,238500.0,239500.0,235000.0,238000.0,228861
2022-03-21,208121.765625,238500.0,238500.0,238500.0,238500.0,0
2022-03-22,208994.375,239500.0,246000.0,237500.0,238500.0,232615
2022-03-23,207685.421875,238000.0,241500.0,236000.0,241000.0,112317
2022-03-24,209867.0,240500.0,241000.0,235500.0,236000.0,96373
2022-03-25,209867.0,240500.0,240500.0,240500.0,240500.0,0
2022-03-28,209867.0,240500.0,241000.0,236000.0,237500.0,70401
2022-03-29,215102.78125,246500.0,253000.0,240500.0,242000.0,278007
2022-03-30,211175.953125,242000.0,249000.0,240500.0,249000.0,209293
2022-03-31,211175.953125,242000.0,245000.0,240000.0,241500.0,124977
2022-04-01,210739.609375,241500.0,243000.0,239000.0,240500.0,101397
2022-04-04,215975.390625,247500.0,249500.0,239000.0,240000.0,172401
2022-04-05,215975.390625,247500.0,249000.0,245500.0,246500.0,98377
2022-04-06,216848.046875,248500.0,249500.0,244000.0,244500.0,122625
2022-04-07,214666.453125,246000.0,250500.0,245500.0,246000.0,137084
2022-04-08,216411.71875,248000.0,249000.0,245500.0,247000.0,78086
2022-04-11,216848.046875,248500.0,250500.0,245000.0,246000.0,76216
2022-04-12,212921.1875,244000.0,248500.0,243500.0,248000.0,91326
2022-04-13,216848.046875,248500.0,248500.0,243500.0,245500.0,70547
2022-04-14,217720.640625,249500.0,249500.0,246500.0,247000.0,100825
2022-04-15,218593.28125,250500.0,252000.0,245500.0,246500.0,103080
2022-04-18,217720.640625,249500.0,252000.0,247000.0,247000.0,67552
2022-04-19,219029.59375,251000.0,252000.0,248500.0,251000.0,82344
2022-04-20,224265.375,257000.0,259000.0,249000.0,250500.0,281934
2022-04-21,231246.390625,265000.0,267000.0,258000.0,259000.0,278311
2022-04-22,231246.390625,265000.0,265500.0,260500.0,261500.0,162640
2022-04-25,226010.609375,259000.0,263500.0,256000.0,260500.0,139379
2022-04-26,228628.5,262000.0,263500.0,255500.0,260000.0,141954
2022-04-27,228192.1875,261500.0,262500.0,256000.0,256500.0,150855
2022-04-28,234736.90625,269000.0,271500.0,262000.0,263000.0,266977
2022-04-29,233864.296875,268000.0,269500.0,265500.0,267500.0,123866
2022-05-02,234736.90625,269000.0,270500.0,264000.0,264500.0,93565
2022-05-03,227755.875,261000.0,269500.0,260500.0,268000.0,196821
2022-05-04,227319.546875,260500.0,262000.0,257500.0,261000.0,148374
2022-05-06,225574.328125,258500.0,261000.0,256500.0,257000.0,124041
2022-05-10,215102.78125,246500.0,247500.0,238000.0,244500.0,223043
2022-05-11,212921.1875,244000.0,245000.0,239500.0,243500.0,168685
2022-05-12,211612.25,242500.0,247500.0,240000.0,240500.0,199166
2022-05-13,213793.84375,245000.0,245500.0,242000.0,243500.0,154891
2022-05-16,214230.140625,245500.0,247500.0,240500.0,247500.0,154160
2022-05-17,218156.96875,250000.0,250500.0,244500.0,247000.0,178108
2022-05-18,216411.71875,248000.0,251000.0,245000.0,250000.0,179268
2022-05-19,215539.078125,247000.0,249500.0,242500.0,243500.0,142546
2022-05-20,216848.046875,248500.0,251500.0,247500.0,247500.0,134164
2022-05-23,214666.453125,246000.0,249500.0,245000.0,248000.0,114832
2022-05-24,203322.3125,233000.0,245000.0,233000.0,244000.0,508735
2022-05-25,206376.5,236500.0,238000.0,235000.0,235000.0,177441
2022-05-26,205940.1875,236000.0,238500.0,234500.0,236500.0,158214
2022-05-27,207685.421875,238000.0,240500.0,237000.0,239000.0,117097
2022-05-30,212048.59375,243000.0,243000.0,240000.0,240500.0,110215
2022-05-31,216411.71875,248000.0,248500.0,241500.0,243500.0,657683
2022-06-02,217720.640625,249500.0,249500.0,245000.0,245000.0,128442
2022-06-03,218156.96875,250000.0,251000.0,247500.0,250000.0,67877
2022-06-07,215102.78125,246500.0,250000.0,245500.0,248500.0,89724
2022-06-08,215102.78125,246500.0,247500.0,244500.0,246000.0,78008
2022-06-09,217284.34375,249000.0,249000.0,245000.0,246500.0,153389
2022-06-10,215102.78125,246500.0,248000.0,245500.0,245500.0,67895
2022-06-13,208121.765625,238500.0,245000.0,238000.0,240500.0,137777
2022-06-14,206812.828125,237000.0,238500.0,233000.0,236500.0,137467
2022-06-15,198522.859375,227500.0,239000.0,226500.0,239000.0,173102
2022-06-16,199395.484375,228500.0,234500.0,228000.0,231000.0,98589
