Date,Adj Close,Close,High,Low,Open,Volume
2021-07-28,33199.98046875,43750.0,44150.0,43400.0,43850.0,121986
2021-07-29,33275.8671875,43850.0,44000.0,43700.0,43800.0,89884
2021-07-30,32479.06640625,42800.0,43600.0,42800.0,43600.0,205976
2021-08-02,32668.779296875,43050.0,43300.0,42500.0,43200.0,151121
2021-08-03,32744.6640625,43150.0,43250.0,42550.0,42600.0,151888
2021-08-04,33048.20703125,43550.0,43750.0,42850.0,42900.0,181655
2021-08-05,32934.37890625,43400.0,43500.0,43050.0,43250.0,115089
2021-08-06,32744.6640625,43150.0,43500.0,43100.0,43400.0,105691
2021-08-09,32403.177734375,42700.0,43100.0,42600.0,42850.0,156286
2021-08-10,32175.5234375,42400.0,43250.0,42300.0,43100.0,212447
2021-08-11,32061.6953125,42250.0,42850.0,42000.0,42450.0,312576
2021-08-12,31871.98046875,42000.0,43100.0,42000.0,42600.0,281895
2021-08-13,31758.15234375,41850.0,42600.0,41450.0,42300.0,251031
2021-08-17,31568.439453125,41600.0,42200.0,41300.0,41900.0,222969
2021-08-18,31454.61328125,41450.0,42250.0,40800.0,41050.0,197219
2021-08-19,30430.15234375,40100.0,41300.0,39950.0,41050.0,388544
2021-08-20,29898.955078125,39400.0,40300.0,39350.0,40250.0,220483
2021-08-23,30354.26953125,40000.0,40350.0,39450.0,39450.0,187733
2021-08-24,31226.958984375,41150.0,41300.0,40400.0,40650.0,168417
2021-08-25,31492.55859375,41500.0,41850.0,41250.0,41700.0,176988
2021-08-26,31492.55859375,41500.0,42350.0,41200.0,41750.0,157418
2021-08-27,31530.498046875,41550.0,41700.0,41050.0,41500.0,109164
2021-08-30,31985.810546875,42150.0,42350.0,41800.0,42250.0,184380
2021-08-31,32251.412109375,42500.0,42650.0,41600.0,42200.0,331636
2021-09-01,32023.75390625,42200.0,42550.0,41850.0,42050.0,155077
2021-09-02,32023.75390625,42200.0,42650.0,41700.0,41900.0,159422
2021-09-03,31834.041015625,41950.0,42450.0,41900.0,42300.0,156585
2021-09-06,31834.041015625,41950.0,42050.0,41650.0,41900.0,120471
